Date,KPI EAU,TCM,E_Appro Facturation,EI_Facturation,EP_Facturation,E. Appro Looker,EI_Looker,EP_Looker,ED_Total,EOR_Total,EP Cantines,EP Sanitaires,EP IFMIA,BD NORD,BD SUD,ZC,U3,Bât X,AEB,AKP,EP Arrosage,Rejet sanitaires,Rejet STEP,EI_TTS CATA_PA,EI_Application PA,EI_Peinture,ED_TTS CATA_PA,ED_Application PA,ED_Peinture,EI_TARs,EI_STEP,EI_AEB,EI_TC,EI _TOUR UE,EI_BD1&2,EI _ST,EI_Bouclier,EI_Incendie,EI Autres Process,ED_PB,ED_AEB,ED_TC,ED_BD,ED_UE,EOR TAR UE,EOR TAR BD,EOR TAR ST,is_arret,is_weekend,is_lundi,jour_semaine,mois,trimestre,nom_jour,semaine_annee,KPI_m3_veh,ratio_EOR_ED,taux_EP,taux_EI,anomalie_kpi,anomalie_recyclage,KPI_MA7,KPI_MA30,conso_MA7
2026-01-01,,0.0,724.0,614.0,89.0,590.0,590.0,,450.0,88.0,14.0,74.0,1.0,0.0,1.0,11.0,0.0,1.0,1.0,0.0,0.0,91.0,0.0,116.0,26.0,142.0,100.0,66.0,166.0,68.0,128.0,72.0,3.0,8.0,60.0,0.0,0.0,113.0,88.0,0.0,28.0,0.0,2.0,10.0,27.0,61.0,0.0,1,0,0,3,1,1,Thursday,1,,0.19555555555555557,,1.0,0,0,,,
2026-01-02,,0.0,784.0,681.0,120.0,660.0,608.0,52.0,220.0,60.0,18.0,102.0,0.0,1.0,4.0,6.0,3.0,1.0,2.0,1.0,0.0,122.0,0.0,96.0,52.0,148.0,100.0,66.0,166.0,29.0,218.0,0.0,45.0,13.0,14.0,2.0,0.0,156.0,85.0,0.0,15.0,0.0,8.0,0.0,44.0,14.0,2.0,1,0,0,4,1,1,Friday,1,,0.2727272727272727,0.07878787878787878,0.9212121212121213,0,0,,,
2026-01-03,,0.0,783.0,580.0,140.0,732.0,590.0,142.0,312.0,80.0,31.0,109.0,0.0,4.0,6.0,11.0,2.0,3.0,3.0,2.0,0.0,142.0,0.0,66.0,15.0,81.0,237.0,66.0,303.0,43.0,219.0,0.0,69.0,18.0,24.0,1.0,0.0,81.0,87.0,4.0,71.0,4.0,9.0,0.0,55.0,24.0,1.0,1,1,0,5,1,1,Saturday,1,,0.2564102564102564,0.19398907103825136,0.8060109289617486,0,0,,,660.6666666666666
2026-01-04,,0.0,787.0,705.0,80.0,759.0,683.0,76.0,100.0,83.0,7.0,73.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,81.0,0.0,1.0,11.0,12.0,52.0,66.0,118.0,67.0,290.0,0.0,6.0,8.0,59.0,0.0,0.0,36.0,294.0,0.0,3.0,0.0,18.0,0.0,24.0,59.0,0.0,1,1,0,6,1,1,Sunday,1,,0.83,0.10013175230566534,0.8998682476943346,0,0,,,685.25
2026-01-05,24.02222222,45.0,1081.0,780.0,254.0,1103.0,829.0,274.0,574.0,67.0,69.0,183.0,2.0,7.0,7.0,14.0,17.0,10.0,7.0,7.0,0.0,259.0,1.0,296.0,118.0,414.0,413.0,66.0,479.0,29.0,155.0,0.0,75.0,22.0,4.0,3.0,0.0,15.0,92.0,8.0,63.0,8.0,61.0,0.0,59.0,5.0,3.0,1,0,1,0,1,1,Monday,2,,0.11672473867595819,0.2484134179510426,0.7515865820489573,0,0,,,768.8
2026-01-06,1.228654124,691.0,849.0,458.0,348.0,776.0,441.0,335.0,672.0,88.0,82.0,263.0,3.0,9.0,9.0,15.0,19.0,12.0,9.0,9.0,0.0,355.0,0.0,198.0,62.0,260.0,502.0,95.0,597.0,58.0,31.0,72.0,84.0,20.0,33.0,5.0,0.0,0.0,-47.0,12.0,60.0,12.0,60.0,0.0,50.0,33.0,5.0,0,0,0,1,1,1,Tuesday,2,1.1230101302460203,0.13095238095238096,0.43170103092783507,0.5682989690721649,0,0,,,770.0
2026-01-07,1.073170732,738.0,792.0,456.0,309.0,809.0,481.0,328.0,729.0,38.0,89.0,218.0,2.0,9.0,10.0,15.0,23.0,13.0,10.0,9.0,0.0,315.0,0.0,209.0,63.0,272.0,465.0,96.0,561.0,44.0,38.0,72.0,81.0,22.0,18.0,4.0,5.0,21.0,-77.0,11.0,65.0,11.0,55.0,0.0,53.0,-19.0,4.0,0,0,0,2,1,1,Wednesday,2,1.0962059620596205,0.05212620027434842,0.4054388133498146,0.5945611866501854,0,1,,,775.5714285714286
2026-01-08,1.027472527,910.0,935.0,605.0,312.0,910.0,599.0,311.0,642.0,90.0,81.0,230.0,1.0,8.0,9.0,14.0,22.0,11.0,9.0,8.0,0.0,318.0,0.0,280.0,58.0,338.0,457.0,16.0,473.0,47.0,56.0,72.0,94.0,31.0,11.0,5.0,4.0,0.0,-6.0,15.0,68.0,15.0,60.0,0.0,73.0,12.0,5.0,0,0,0,3,1,1,Thursday,2,1.0,0.14018691588785046,0.34175824175824177,0.6582417582417582,0,0,1.0730720307685468,,821.2857142857143
2026-01-09,1.339622642,742.0,994.0,671.0,347.0,934.0,633.0,301.0,575.0,81.0,86.0,259.0,2.0,10.0,10.0,15.0,21.0,10.0,10.0,10.0,0.0,353.0,0.0,222.0,83.0,305.0,410.0,2.0,412.0,38.0,80.0,72.0,98.0,29.0,4.0,5.0,0.0,62.0,16.0,12.0,72.0,12.0,56.0,0.0,71.0,5.0,5.0,0,0,0,4,1,1,Friday,2,1.2587601078167117,0.1408695652173913,0.3222698072805139,0.6777301927194861,0,0,1.119494050030588,,860.4285714285714
2026-01-10,1.091300603,1161.0,1267.0,1008.0,242.0,1325.0,1048.0,277.0,614.0,91.0,68.0,174.0,0.0,7.0,8.0,13.0,19.0,6.0,8.0,7.0,0.0,246.0,0.0,299.0,61.0,360.0,425.0,14.0,439.0,47.0,296.0,0.0,96.0,33.0,8.0,6.0,4.0,27.0,178.0,15.0,76.0,15.0,58.0,0.0,77.0,8.0,6.0,0,1,0,5,1,1,Saturday,2,1.1412575366063737,0.1482084690553746,0.2090566037735849,0.7909433962264151,0,0,1.1238467473457452,,945.1428571428571
2026-01-11,,0.0,1094.0,918.0,86.0,970.0,893.0,77.0,220.0,16.0,11.0,75.0,0.0,0.0,1.0,6.0,2.0,1.0,0.0,1.0,0.0,87.0,0.0,282.0,7.0,289.0,187.0,24.0,211.0,3.0,223.0,5.0,139.0,7.0,-5.0,1.0,7.0,22.0,230.0,6.0,18.0,6.0,15.0,1.0,21.0,-6.0,1.0,1,1,0,6,1,1,Sunday,2,,0.07272727272727272,0.07938144329896907,0.9206185567010309,0,1,1.1238467473457452,,975.2857142857143
2026-01-12,0.9282945736,1032.0,958.0,657.0,257.0,958.0,682.0,276.0,591.0,112.0,73.0,182.0,2.0,7.0,8.0,14.0,17.0,12.0,8.0,7.0,0.0,262.0,0.0,230.0,58.0,288.0,450.0,45.0,495.0,70.0,105.0,72.0,92.0,29.0,36.0,5.0,0.0,38.0,-8.0,12.0,49.0,12.0,12.0,0.0,70.0,37.0,5.0,0,0,1,0,1,1,Monday,3,0.9282945736434108,0.1895093062605753,0.2881002087682672,0.7118997912317327,0,0,1.091254718395356,,954.5714285714286
2026-01-13,0.8590192644,1142.0,981.0,622.0,334.0,959.0,626.0,333.0,717.0,76.0,82.0,249.0,3.0,8.0,9.0,13.0,22.0,13.0,9.0,8.0,0.0,340.0,0.0,269.0,55.0,324.0,511.0,94.0,605.0,28.0,63.0,72.0,86.0,36.0,-14.0,6.0,10.0,44.0,-5.0,19.0,51.0,19.0,12.0,0.0,84.0,-14.0,6.0,0,0,0,1,1,1,Tuesday,3,0.839754816112084,0.10599721059972106,0.3472367049009385,0.6527632950990615,0,0,1.0440454993730335,1.0553261609263174,980.7142857142857
2026-01-14,,0.0,1072.0,910.0,135.0,1055.0,937.0,118.0,281.0,53.0,27.0,108.0,0.0,2.0,2.0,10.0,8.0,1.0,2.0,2.0,0.0,137.0,0.0,84.0,10.0,94.0,202.0,21.0,223.0,28.0,135.0,0.0,71.0,16.0,9.0,3.0,0.0,523.0,59.0,4.0,18.0,4.0,20.0,1.0,41.0,9.0,3.0,1,0,0,2,1,1,Wednesday,3,,0.18861209964412812,0.11184834123222749,0.8881516587677725,0,0,1.0336134068357161,1.0553261609263174,1015.8571428571429
2026-01-15,0.8566581849,1179.0,1010.0,739.0,239.0,962.0,704.0,258.0,565.0,115.0,68.0,169.0,2.0,7.0,8.0,11.0,15.0,12.0,8.0,7.0,0.0,243.0,0.0,252.0,102.0,354.0,411.0,61.0,472.0,56.0,83.0,72.0,99.0,41.0,12.0,3.0,2.0,10.0,63.0,11.0,47.0,11.0,12.0,1.0,99.0,13.0,3.0,0,0,0,3,1,1,Thursday,3,0.8159457167090755,0.20353982300884957,0.2681912681912682,0.7318087318087318,0,0,0.9968025501775312,1.025403605399162,1023.2857142857143
2026-01-16,0.8130921619,1161.0,944.0,582.0,314.0,897.0,585.0,312.0,588.0,77.0,83.0,229.0,2.0,8.0,9.0,15.0,22.0,12.0,9.0,8.0,0.0,320.0,0.0,283.0,61.0,344.0,440.0,49.0,489.0,38.0,31.0,72.0,95.0,28.0,5.0,5.0,5.0,13.0,-16.0,13.0,50.0,13.0,12.0,0.0,67.0,5.0,5.0,0,0,0,4,1,1,Friday,3,0.772609819121447,0.13095238095238096,0.34782608695652173,0.6521739130434783,0,0,0.8995724924384781,0.9973154069238603,1018.0
2026-01-17,0.7400318979,1254.0,928.0,602.0,308.0,860.0,571.0,289.0,625.0,72.0,72.0,239.0,-3.0,9.0,9.0,15.0,12.0,9.0,9.0,9.0,0.0,314.0,-1.0,314.0,44.0,358.0,453.0,22.0,475.0,35.0,33.0,10.0,79.0,25.0,5.0,5.0,0.0,20.0,67.0,13.0,51.0,13.0,62.0,0.0,61.0,6.0,5.0,0,1,0,5,1,1,Saturday,3,0.6858054226475279,0.1152,0.336046511627907,0.663953488372093,0,0,0.8084820696467091,0.9661644084962271,951.5714285714286
2026-01-18,52.06666667,15.0,781.0,637.0,126.0,750.0,627.0,123.0,451.0,34.0,40.0,85.0,1.0,2.0,3.0,7.0,22.0,1.0,3.0,2.0,0.0,128.0,0.0,403.0,17.0,420.0,307.0,13.0,320.0,17.0,41.0,0.0,39.0,13.0,3.0,1.0,6.0,23.0,91.0,8.0,72.0,8.0,32.0,0.0,30.0,3.0,1.0,1,1,0,6,1,1,Sunday,3,,0.07538802660753881,0.164,0.836,0,1,0.8084820696467091,0.9661644084962271,920.1428571428571
2026-01-19,0.7168,1250.0,896.0,670.0,237.0,947.0,695.0,252.0,702.0,65.0,55.0,181.0,1.0,6.0,7.0,11.0,5.0,13.0,7.0,6.0,0.0,241.0,0.0,264.0,112.0,376.0,490.0,78.0,568.0,30.0,82.0,72.0,99.0,24.0,2.0,4.0,8.0,22.0,-19.0,16.0,71.0,16.0,12.0,0.0,59.0,2.0,4.0,0,0,1,0,1,1,Monday,4,0.7576,0.09259259259259259,0.26610348468849,0.73389651531151,0,1,0.7743431549180269,0.9472040077238428,918.5714285714286
2026-01-20,0.96812749,1255.0,1215.0,841.0,338.0,1134.0,812.0,322.0,684.0,94.0,105.0,232.0,1.0,8.0,12.0,16.0,34.0,15.0,10.0,10.0,0.0,344.0,0.0,319.0,70.0,389.0,462.0,92.0,554.0,51.0,123.0,72.0,95.0,32.0,14.0,5.0,4.0,15.0,92.0,17.0,73.0,17.0,12.0,0.0,75.0,14.0,5.0,0,0,0,1,1,1,Tuesday,4,0.9035856573705179,0.13742690058479531,0.2839506172839506,0.7160493827160493,0,0,0.7871093231697136,0.9435691451943992,943.5714285714286
2026-01-21,0.8938053097,1243.0,1111.0,758.0,334.0,1100.0,764.0,336.0,604.0,89.0,93.0,240.0,1.0,9.0,10.0,18.0,22.0,15.000000000000005,10.0,9.0,0.0,340.0,0.0,292.0,62.0,354.0,454.0,40.0,494.0,45.0,134.0,72.0,78.0,32.0,8.0,5.0,4.0,15.0,56.0,14.0,59.0,14.0,12.0,0.0,76.0,8.0,5.0,0,0,0,2,1,1,Wednesday,4,0.8849557522123894,0.14735099337748345,0.3054545454545455,0.6945454545454546,0,0,0.803417061343493,0.9390604226573215,950.0
2026-01-22,1.33042394,802.0,1067.0,704.0,277.0,982.0,705.0,277.0,508.0,82.0,70.0,205.0,2.0,5.0,8.0,13.0,21.0,10.0,7.0,6.0,0.0,282.0,0.0,194.0,58.0,252.0,367.0,44.0,411.0,40.0,147.0,72.0,92.0,30.0,6.0,4.0,4.0,18.0,79.0,10.0,54.0,10.0,12.0,0.0,71.0,7.0,4.0,0,0,0,3,1,1,Thursday,4,1.2244389027431422,0.16141732283464566,0.2820773930753564,0.7179226069246436,0,0,0.8714992590158374,0.9594445998063087,952.8571428571429
2026-01-23,2.203804348,368.0,811.0,537.0,266.0,821.0,552.0,269.0,509.0,79.0,79.0,186.0,1.0,7.0,7.0,16.0,24.0,11.0,7.0,7.0,0.0,271.0,0.0,189.0,37.0,226.0,359.0,25.0,384.0,39.0,85.0,80.0,16.0,28.0,7.0,4.0,3.0,26.0,62.0,10.0,52.0,10.0,38.0,0.0,68.0,7.0,4.0,0,0,0,4,1,1,Friday,4,2.2309782608695654,0.15520628683693516,0.3276492082825822,0.6723507917174177,1,0,1.1145606659738572,1.044213510543859,942.0
2026-01-24,0.6473755047,743.0,481.0,287.0,162.0,444.0,282.0,162.0,212.0,45.0,36.0,126.0,0.0,2.0,3.0,6.0,18.0,2.0,3.0,2.0,0.0,165.0,0.0,55.0,41.0,96.0,156.0,2.0,158.0,20.0,40.0,29.0,7.0,16.0,2.0,2.0,0.0,23.0,72.0,5.0,14.0,5.0,20.0,3.0,40.0,2.0,3.0,0,1,0,5,1,1,Saturday,4,0.5975773889636609,0.21226415094339623,0.36486486486486486,0.6351351351351351,0,0,1.0998559936932126,1.0162987529450966,882.5714285714286
2026-01-25,36.26086957,23.0,834.0,784.0,64.0,831.0,771.0,60.0,197.0,21.0,10.0,54.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,65.0,0.0,373.0,12.0,385.0,162.0,16.0,178.0,10.0,120.0,109.0,0.0,8.0,1.0,1.0,0.0,15.0,145.0,5.0,15.0,5.0,14.0,1.0,19.0,1.0,1.0,1,1,0,6,1,1,Sunday,4,,0.1065989847715736,0.07220216606498195,0.927797833935018,0,0,1.0998559936932126,1.0162987529450966,894.1428571428571
2026-01-26,1.225846926,797.0,977.0,724.0,242.0,1015.0,766.0,249.0,488.0,83.0,60.0,180.0,2.0,5.0,7.0,12.0,15.0,9.0,6.0,6.0,0.0,246.0,0.0,228.0,30.0,258.0,388.0,124.0,512.0,49.0,192.0,56.0,15.0,24.0,12.0,13.0,3.0,0.0,151.0,8.0,39.0,8.0,39.0,0.0,58.0,12.0,13.0,0,0,1,0,1,1,Monday,5,1.273525721455458,0.17008196721311475,0.24532019704433497,0.7546798029556651,0,0,1.1858436139357889,1.031429751092765,903.8571428571429
2026-01-27,,0.0,609.0,430.0,122.0,514.0,399.0,115.0,7.0,71.0,25.0,97.0,0.0,1.0,0.0,3.0,17.0,3.0,1.0,0.0,0.0,124.0,39.0,1.0,1.0,2.0,7.0,8.0,15.0,42.0,122.0,7.0,46.0,21.0,11.0,10.0,0.0,0.0,211.0,0.0,5.0,0.0,1.0,0.0,49.0,11.0,11.0,1,0,0,1,1,1,Tuesday,5,,10.142857142857142,0.2237354085603113,0.7762645914396887,0,0,1.2422952052488432,1.031429751092765,815.2857142857143
2026-01-28,,0.0,2.0,49.0,96.0,155.0,56.0,99.0,10.0,180.0,23.0,73.0,0.0,1.0,2.0,1.0,13.0,3.0,2.0,1.0,0.0,97.0,107.0,0.0,1.0,1.0,6.0,7.0,13.0,108.0,0.0,1.0,0.0,54.0,25.000000000000014,29.0,0.0,0.0,-61.0,0.0,2.0,0.0,1.0,0.0,125.99999999999999,25.000000000000014,29.0,1,0,0,2,1,1,Wednesday,5,,18.0,0.6387096774193548,0.36129032258064514,0,0,1.3316300685079565,1.031429751092765,680.2857142857143
2026-01-29,16.5,2.0,33.0,124.0,100.0,232.0,125.0,107.0,27.0,30.0,21.0,79.0,0.0,0.0,0.0,2.0,16.0,3.0,0.0,0.0,0.0,102.0,0.0,0.0,8.0,8.0,27.0,26.0,53.0,18.0,29.0,5.0,5.0,9.0,3.0,6.0,0.0,0.0,59.0,1.0,3.0,1.0,2.0,0.0,21.0,3.0,6.0,1,0,0,3,1,1,Thursday,5,,1.1111111111111112,0.46120689655172414,0.5387931034482759,0,0,1.367360457096228,1.031429751092765,573.1428571428571
2026-01-30,0.8711340206,388.0,338.0,299.0,116.0,457.0,338.0,119.0,162.0,37.0,33.0,83.0,0.0,1.0,2.0,5.0,17.0,5.0,2.0,1.0,0.0,118.0,0.0,33.0,25.0,58.0,123.0,71.0,194.0,22.0,0.0,46.0,0.0,11.0,5.0,6.0,0.0,0.0,173.0,3.0,29.0,3.0,13.0,0.0,26.0,5.0,6.0,0,0,0,4,1,1,Friday,5,1.1778350515463918,0.22839506172839505,0.2603938730853392,0.7396061269146609,0,0,1.0163127206551703,1.0395633788957443,521.1428571428571
2026-01-31,0.0,433.0,0.0,653.0,210.0,801.0,604.0,197.0,435.0,74.0,56.0,154.0,0.0,5.0,7.0,11.0,17.0,4.0,6.0,6.0,0.0,214.0,0.0,186.0,16.0,202.0,298.0,9.0,307.0,44.0,121.0,50.0,13.0,22.0,10.0,12.0,0.0,0.0,223.0,10.0,26.0,10.0,35.0,0.0,52.0,10.0,12.0,0,1,0,5,1,1,Saturday,5,1.8498845265588915,0.17011494252873563,0.2459425717852684,0.7540574282147315,1,0,1.4337484331869137,1.0822118603516995,572.1428571428571
2026-02-01,4.940133038,451.0,2228.0,936.0,95.0,945.0,868.0,77.0,444.0,33.0,24.0,55.0,0.0,2.0,2.0,10.0,4.0,2.0,2.0,2.0,0.0,97.0,0.0,332.0,48.0,380.0,274.0,92.0,366.0,37.0,50.0,35.0,4.0,0.0,33.0,4.0,3.0,400.0,27.0,7.0,70.0,1.0,39.0,0.0,0.0,47.0,-14.0,0,1,0,6,2,1,Sunday,5,2.0953436807095343,0.07432432432432433,0.08148148148148149,0.9185185185185185,1,1,1.599147245067569,1.1328684513695912,588.4285714285714
2026-02-02,0.8374306106,1261.0,1056.0,759.0,65.0,971.0,886.0,85.0,634.0,86.0,81.0,0.0,1.0,7.0,9.0,14.0,20.0,15.0,8.0,8.0,0.0,66.0,0.0,308.0,47.0,355.0,461.0,151.0,612.0,37.0,143.0,61.0,15.0,31.0,3.0,3.0,0.0,80.0,68.0,16.0,80.0,2.0,1.0,1.0,77.0,4.0,5.0,0,0,1,0,2,1,Monday,6,0.7700237906423474,0.13564668769716087,0.08753861997940268,0.9124613800205973,0,0,1.4732717623642912,1.1155901341921033,582.1428571428571
2026-02-03,1.297520661,847.0,1099.0,763.0,0.0,741.0,741.0,,616.0,76.0,73.0,0.0,0.0,7.0,7.0,14.0,20.0,11.0,7.0,7.0,0.0,0.0,0.0,291.0,57.0,348.0,438.0,151.0,589.0,36.0,118.0,63.0,13.0,30.0,2.0,4.0,3.0,15.0,167.0,15.0,78.0,15.0,70.0,0.0,42.0,2.0,32.0,0,0,0,1,2,1,Tuesday,6,0.8748524203069658,0.12337662337662338,,1.0,0,0,1.353587893952826,1.104647510833688,614.5714285714286
2026-02-04,,0.0,220.0,313.0,80.0,383.0,299.0,84.0,87.0,22.0,32.0,55.0,0.0,2.0,2.0,1.0,16.0,7.0,2.0,2.0,0.0,81.0,0.0,15.0,5.0,20.0,52.0,51.0,103.0,8.0,95.0,49.0,5.0,8.0,0.0,0.0,0.0,18.0,118.0,1.0,58.0,1.0,2.0,0.0,13.0,0.0,9.0,1,0,0,2,2,1,Wednesday,6,,0.25287356321839083,0.2193211488250653,0.7806788511749347,0,0,1.353587893952826,1.104647510833688,647.1428571428571
2026-02-05,,0.0,310.0,249.0,88.0,330.0,243.0,87.0,27.0,38.0,24.0,65.0,0.0,0.0,1.0,2.0,15.0,5.0,1.0,0.0,0.0,90.0,0.0,12.0,10.0,22.0,100.0,53.0,153.0,31.0,89.0,5.0,5.0,5.0,25.0,1.0,1.0,52.0,44.0,2.0,17.0,1.0,2.0,1.0,8.0,36.0,-6.0,1,0,0,3,2,1,Thursday,6,,1.4074074074074074,0.2636363636363636,0.7363636363636363,0,0,1.353587893952826,1.1037731003854818,661.1428571428571
2026-02-06,0.4475183076,1229.0,550.0,435.0,72.0,534.0,495.0,39.0,551.0,84.0,70.0,0.0,1.0,7.0,8.0,12.0,20.0,8.0,8.0,7.0,0.0,73.0,105.0,11.0,8.0,19.0,345.0,119.0,464.0,46.0,32.0,5.0,5.0,26.0,14.0,6.0,0.0,19.0,309.0,10.0,50.0,11.0,44.0,0.0,38.0,20.0,26.0,0,0,0,4,2,1,Friday,6,0.43449959316517495,0.15245009074410162,0.07303370786516854,0.9269662921348315,0,0,1.204920802276583,1.07226327329527,672.1428571428571
2026-02-07,0.6957186544,1308.0,910.0,599.0,0.0,693.0,681.0,12.0,611.0,89.0,84.0,0.0,0.0,8.0,10.0,16.0,21.0,11.0,9.0,9.0,0.0,0.0,0.0,309.0,78.0,387.0,460.0,13.0,473.0,45.0,38.0,56.0,5.0,29.0,2.0,14.0,3.0,15.0,50.0,16.0,62.0,1.0,59.0,0.0,71.0,10.0,8.0,0,1,0,5,2,1,Saturday,6,0.5298165137614679,0.14566284779050737,0.017316017316017316,0.9826839826839827,0,0,0.9409071997170981,1.0498735834743875,656.7142857142857
2026-02-08,2.482758621,435.0,1080.0,881.0,0.0,694.0,681.0,13.0,570.0,64.0,45.0,0.0,30.0,3.0,4.0,11.0,9.0,11.0,4.0,3.0,0.0,0.0,0.0,454.0,54.0,508.0,460.0,2.0,462.0,30.0,67.0,108.0,6.0,22.0,1.0,7.0,2.0,29.0,131.0,16.0,68.0,15.0,5.0,4.0,51.0,8.0,5.0,0,1,0,6,2,1,Sunday,6,1.5954022988505747,0.11228070175438597,0.018731988472622477,0.9812680115273775,1,0,0.840918923345306,1.0659041639998097,620.8571428571429
2026-02-09,0.7173174873,1178.0,845.0,503.0,166.0,755.0,572.0,183.0,653.0,87.0,86.0,104.0,-28.0,8.0,10.0,14.0,20.0,16.0,9.0,9.0,0.0,169.0,0.0,420.0,95.0,515.0,494.0,24.0,518.0,68.0,45.0,94.0,11.0,43.0,4.0,21.0,0.0,0.0,-230.0,12.0,70.0,14.0,39.0,0.0,60.0,15.0,12.0,0,0,1,0,2,1,Monday,7,0.6409168081494058,0.1332312404287902,0.2423841059602649,0.7576158940397351,0,0,0.8150975268467178,1.0420784150256683,590.0
2026-02-10,0.798340249,1205.0,962.0,622.0,331.0,907.0,593.0,314.0,698.0,96.0,57.0,264.0,2.0,8.0,0.0,15.0,12.0,14.0,4.0,4.0,0.0,337.0,0.0,212.0,32.0,244.0,562.0,48.0,610.0,31.0,32.0,37.0,7.0,20.0,2.0,9.0,0.0,8.0,263.0,5.0,74.0,3.0,6.0,0.0,48.0,42.0,6.0,0,0,0,1,2,1,Tuesday,7,0.7526970954356846,0.13753581661891118,0.3461962513781698,0.6538037486218302,0,0,0.7906664618724616,1.028924718680669,613.7142857142857
2026-02-11,1.09600863,927.0,1016.0,663.0,318.0,999.0,678.0,321.0,698.0,107.0,114.0,197.0,1.0,12.0,15.0,16.0,30.0,14.0,14.0,13.0,0.0,324.0,0.0,283.0,77.0,360.0,548.0,103.0,651.0,59.0,91.0,71.0,15.0,35.0,4.0,20.0,3.0,42.0,22.0,4.0,24.0,4.0,15.0,0.0,83.0,12.0,12.0,0,0,0,2,2,1,Wednesday,7,1.0776699029126213,0.15329512893982808,0.3213213213213213,0.6786786786786787,0,0,0.8385003687124882,1.035714506374724,701.7142857142857
2026-02-12,0.7701492537,1340.0,1032.0,732.0,314.0,693.0,681.0,12.0,653.0,91.0,82.0,221.0,1.0,8.0,7.0,16.0,22.0,14.0,8.0,7.0,0.0,320.0,0.0,323.0,68.0,391.0,523.0,49.0,572.0,45.0,123.0,57.0,9.0,29.0,2.0,14.0,0.0,20.0,87.0,5.0,69.0,5.0,10.0,0.0,72.0,10.0,9.0,0,0,0,3,2,1,Thursday,7,0.5171641791044777,0.13935681470137826,0.017316017316017316,0.9826839826839827,0,0,0.7925951987684867,1.021051295601651,753.5714285714286
2026-02-13,0.0,0.0,783.0,472.0,228.0,687.0,462.0,225.0,322.0,56.0,67.0,149.0,0.0,5.0,7.0,13.0,21.0,9.0,6.0,6.0,0.0,232.0,0.0,81.0,16.0,97.0,216.0,56.0,272.0,30.0,122.0,63.0,10.0,20.0,1.0,9.0,0.0,21.0,129.0,2.0,65.0,2.0,4.0,0.0,46.0,5.0,5.0,1,0,0,4,2,1,Friday,7,,0.17391304347826086,0.32751091703056767,0.6724890829694323,0,0,0.8522777997023722,1.021051295601651,775.4285714285714
2026-02-14,0.0,0.0,608.0,450.0,132.0,612.0,476.0,136.0,84.0,23.0,30.0,89.0,0.0,1.0,1.0,8.0,16.0,2.0,1.0,1.0,0.0,134.0,0.0,128.0,18.0,146.0,72.0,13.0,85.0,13.0,148.0,0.0,0.0,5.0,1.0,7.0,0.0,22.0,121.0,0.0,1.0,0.0,1.0,0.0,14.0,5.0,4.0,1,1,0,5,2,1,Saturday,7,,0.27380952380952384,0.2222222222222222,0.7777777777777778,0,0,0.9167700568905529,1.0308182279298688,763.8571428571429
2026-02-15,2.0182232346241458,439.0,886.0,740.0,93.0,807.0,720.0,87.0,484.0,40.0,17.0,66.0,0.0,1.0,1.0,7.0,3.0,3.0,1.0,1.0,0.0,95.0,0.0,295.0,25.0,320.0,325.0,54.0,379.0,22.0,120.0,47.0,3.0,13.0,0.0,9.0,0.0,110.0,118.0,0.0,79.0,0.0,5.0,0.0,31.0,4.0,5.0,0,1,0,6,2,1,Sunday,7,1.8382687927107062,0.08264462809917356,0.10780669144981413,0.8921933085501859,1,1,0.9653433556625792,1.0815638933388814,780.0
2026-02-16,0.7310725552,1268.0,927.0,620.0,296.0,963.0,656.0,307.0,718.0,115.0,85.0,202.0,1.0,9.0,9.0,15.0,21.0,13.0,9.0,9.0,0.0,304.0,4.0,309.0,60.0,369.0,587.0,31.0,618.0,54.0,71.0,76.0,9.0,33.0,3.0,18.0,10.0,14.0,17.0,6.0,63.0,6.0,25.0,0.0,79.0,25.0,11.0,0,0,1,0,2,1,Monday,8,0.7594637223974764,0.16016713091922005,0.31879543094496365,0.6812045690550363,0,0,0.9890527385121933,1.085071431422212,809.7142857142857
2026-02-17,0.8643939394,1320.0,1141.0,811.0,329.0,1126.0,801.0,325.0,775.0,92.0,95.0,222.0,1.0,9.0,11.0,17.0,24.0,14.0,10.0,10.0,0.0,338.0,0.0,305.0,56.0,361.0,534.0,117.0,651.0,65.0,133.0,80.0,10.0,43.0,4.0,18.0,5.0,13.0,144.0,6.0,86.0,5.0,27.0,0.0,73.0,10.0,8.0,0,0,0,1,2,1,Tuesday,8,0.853030303030303,0.11870967741935484,0.2886323268206039,0.7113676731793961,0,0,1.009119380031117,1.074524107404398,841.0
2026-02-18,0.9826546003,1326.0,1303.0,669.0,322.0,1279.0,960.0,319.0,635.0,22.0,92.0,219.0,1.0,10.0,10.0,17.0,21.0,14.0,10.0,10.0,0.0,328.0,0.0,319.0,73.0,392.0,456.0,62.0,518.0,169.0,144.0,78.0,17.0,142.0,4.0,23.0,5.0,12.0,-148.0,5.0,88.0,6.0,18.0,0.0,0.0,10.0,12.0,0,0,0,2,2,1,Wednesday,8,0.9645550527903469,0.03464566929133858,0.24941360437842064,0.7505863956215794,0,1,0.986496410006662,1.0839311552585047,881.0
